date,bank,town,num_technicians
2023-04-13,Banque Tuniso-Libyenne (BTL),Mahdia,3
2023-04-13,Banque Internationale Arabe de Tunisie (BIAT),Sousse,2
2023-04-13,Banque de Tunisie (BT),Ariana,1
2023-04-13,Banque Internationale Arabe de Tunisie (BIAT),Tunis,5
2023-04-14,Banque Internationale Arabe de Tunisie (BIAT),Medenine,7
2023-04-14,Amen Bank (AB),Kasserine,6
2023-04-14,Amen Bank (AB),Manouba,4
2023-04-14,Arab Banking Corporation (ABC),Mahdia,2
2023-04-14,Banque Tuniso-Libyenne (BTL),Tataouine,3
2023-04-14,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,6
2023-04-14,Banque de l'Habitat (BH),Nabeul,4
2023-04-14,Arab Tunisian Bank (ATB),Sousse,8
2023-04-14,Arab Banking Corporation (ABC),Kef,6
2023-04-14,Banque de l'Habitat (BH),Manouba,6
2023-04-15,La Poste Tunisienne,Bizerte,7
2023-04-15,Banque Tuniso-Libyenne (BTL),Siliana,1
2023-04-15,Arab Tunisian Bank (ATB),Gafsa,8
2023-04-15,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,3
2023-04-15,Arab Tunisian Bank (ATB),Sousse,2
2023-04-15,Arab Tunisian Bank (ATB),Sidi Bouzid,3
2023-04-15,La Poste Tunisienne,Tataouine,5
2023-04-15,Banque Tuniso-Libyenne (BTL),Monastir,5
2023-04-16,Banque Nationale Agricole (BNA),Siliana,2
2023-04-16,Arab Banking Corporation (ABC),Kef,8
2023-04-16,Arab Banking Corporation (ABC),Mahdia,4
2023-04-16,Amen Bank (AB),Kairouan,7
2023-04-16,Arab Tunisian Bank (ATB),Kebili,4
2023-04-16,Banque de l'Habitat (BH),Ben Arous,4
2023-04-16,Arab Banking Corporation (ABC),Sfax,3
2023-04-16,Arab Tunisian Bank (ATB),Ben Arous,1
2023-04-16,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,7
2023-04-16,Banque de l'Habitat (BH),Kairouan,6
2023-04-16,Banque de l'Habitat (BH),Gafsa,6
2023-04-16,Attijari Bank,Tunis,8
2023-04-16,Banque de l'Habitat (BH),Jendouba,4
2023-04-17,Amen Bank (AB),Kef,8
2023-04-17,Arab Banking Corporation (ABC),Kasserine,8
2023-04-18,Arab Banking Corporation (ABC),Tozeur,2
2023-04-18,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,6
2023-04-18,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,5
2023-04-18,Banque de Tunisie (BT),Mahdia,8
2023-04-18,Banque Nationale Agricole (BNA),Medenine,3
2023-04-19,Banque de l'Habitat (BH),Sfax,3
2023-04-19,Arab Tunisian Bank (ATB),Tataouine,2
2023-04-19,Arab Tunisian Bank (ATB),Gafsa,1
2023-04-19,Banque Nationale Agricole (BNA),Sfax,1
2023-04-20,Attijari Bank,Gabès,3
2023-04-20,La Poste Tunisienne,Nabeul,6
2023-04-20,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,1
2023-04-20,Banque de Tunisie (BT),Kairouan,6
2023-04-20,Attijari Bank,Siliana,4
2023-04-20,Amen Bank (AB),Siliana,8
2023-04-20,Arab Banking Corporation (ABC),Monastir,8
2023-04-20,Banque de l'Habitat (BH),Monastir,8
2023-04-20,La Poste Tunisienne,Nabeul,5
2023-04-20,Attijari Bank,Mahdia,7
2023-04-21,Attijari Bank,Kairouan,1
2023-04-21,Banque de l'Habitat (BH),Monastir,8
2023-04-21,Attijari Bank,Kebili,5
2023-04-22,Banque Nationale Agricole (BNA),Kairouan,3
2023-04-22,Arab Banking Corporation (ABC),Tataouine,6
2023-04-22,Banque Tuniso-Libyenne (BTL),Mahdia,7
2023-04-22,Banque Internationale Arabe de Tunisie (BIAT),Sfax,6
2023-04-22,Arab Tunisian Bank (ATB),Kasserine,7
2023-04-23,Banque de Tunisie (BT),Bizerte,8
2023-04-23,Banque Nationale Agricole (BNA),Kairouan,3
2023-04-23,Arab Banking Corporation (ABC),Manouba,8
2023-04-23,Attijari Bank,Tunis,5
2023-04-23,La Poste Tunisienne,Kasserine,4
2023-04-23,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,1
2023-04-23,Banque de l'Habitat (BH),Kebili,1
2023-04-24,Arab Tunisian Bank (ATB),Kairouan,3
2023-04-24,Banque Nationale Agricole (BNA),Sfax,4
2023-04-24,Banque Internationale Arabe de Tunisie (BIAT),Medenine,5
2023-04-24,Banque Tuniso-Libyenne (BTL),Kef,5
2023-04-24,Banque de l'Habitat (BH),Sidi Bouzid,1
2023-04-25,Attijari Bank,Ariana,3
2023-04-25,Banque Nationale Agricole (BNA),Nabeul,4
2023-04-25,Arab Banking Corporation (ABC),Siliana,5
2023-04-25,Banque Internationale Arabe de Tunisie (BIAT),Monastir,7
2023-04-25,Amen Bank (AB),Béja,3
2023-04-25,La Poste Tunisienne,Medenine,3
2023-04-25,La Poste Tunisienne,Béja,3
2023-04-26,Banque de l'Habitat (BH),Kasserine,1
2023-04-26,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,4
2023-04-26,Banque de l'Habitat (BH),Kasserine,6
2023-04-26,Banque Nationale Agricole (BNA),Gafsa,6
2023-04-27,La Poste Tunisienne,Sousse,3
2023-04-27,Banque Internationale Arabe de Tunisie (BIAT),Gabès,5
2023-04-27,Banque Tuniso-Libyenne (BTL),Tozeur,6
2023-04-27,Banque de l'Habitat (BH),Béja,4
2023-04-27,La Poste Tunisienne,Kairouan,1
2023-04-27,Banque de Tunisie (BT),Mahdia,6
2023-04-28,Banque de l'Habitat (BH),Tunis,8
2023-04-28,La Poste Tunisienne,Mahdia,6
2023-04-28,Banque Nationale Agricole (BNA),Medenine,4
2023-04-29,Arab Tunisian Bank (ATB),Nabeul,1
2023-04-29,Attijari Bank,Mahdia,5
2023-04-29,Arab Tunisian Bank (ATB),Tataouine,6
2023-04-29,Amen Bank (AB),Nabeul,6
2023-04-30,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,6
2023-04-30,Banque Nationale Agricole (BNA),Sfax,2
2023-04-30,Banque de l'Habitat (BH),Tunis,6
2023-04-30,Banque Tuniso-Libyenne (BTL),Manouba,1
2023-04-30,Arab Tunisian Bank (ATB),Tunis,2
2023-04-30,Banque Internationale Arabe de Tunisie (BIAT),Kef,6
2023-04-30,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,5
2023-04-30,La Poste Tunisienne,Medenine,8
2023-04-30,Arab Banking Corporation (ABC),Nabeul,4
2023-04-30,Banque Nationale Agricole (BNA),Ariana,5
2023-05-01,Attijari Bank,Kairouan,5
2023-05-01,Arab Tunisian Bank (ATB),Kef,8
2023-05-01,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,7
2023-05-01,La Poste Tunisienne,Tunis,2
2023-05-01,Banque Tuniso-Libyenne (BTL),Gafsa,2
2023-05-01,Banque de Tunisie (BT),Tozeur,4
2023-05-01,Arab Banking Corporation (ABC),Nabeul,4
2023-05-01,Attijari Bank,Medenine,8
2023-05-01,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,3
2023-05-01,Attijari Bank,Monastir,3
2023-05-02,Banque de l'Habitat (BH),Gafsa,3
2023-05-02,Banque Nationale Agricole (BNA),Sidi Bouzid,6
2023-05-02,La Poste Tunisienne,Mahdia,2
2023-05-02,Banque Internationale Arabe de Tunisie (BIAT),Manouba,2
2023-05-02,La Poste Tunisienne,Ben Arous,1
2023-05-02,Banque de Tunisie (BT),Zaghouan,4
2023-05-02,Arab Tunisian Bank (ATB),Gabès,1
2023-05-02,Arab Tunisian Bank (ATB),Tataouine,5
2023-05-02,Banque Tuniso-Libyenne (BTL),Sousse,6
2023-05-02,Banque de Tunisie (BT),Manouba,8
2023-05-03,Arab Banking Corporation (ABC),Siliana,5
2023-05-03,Arab Banking Corporation (ABC),Kairouan,7
2023-05-03,Banque Internationale Arabe de Tunisie (BIAT),Gabès,8
2023-05-03,Banque Nationale Agricole (BNA),Kebili,7
2023-05-03,Banque Internationale Arabe de Tunisie (BIAT),Manouba,8
2023-05-04,Banque de l'Habitat (BH),Kasserine,6
2023-05-04,Arab Tunisian Bank (ATB),Siliana,3
2023-05-04,Arab Banking Corporation (ABC),Jendouba,4
2023-05-04,Arab Banking Corporation (ABC),Sfax,1
2023-05-04,Banque de l'Habitat (BH),Medenine,4
2023-05-04,Arab Tunisian Bank (ATB),Tozeur,6
2023-05-04,La Poste Tunisienne,Kebili,3
2023-05-04,Banque Tuniso-Libyenne (BTL),Siliana,2
2023-05-05,Banque Tuniso-Libyenne (BTL),Béja,4
2023-05-05,Arab Banking Corporation (ABC),Medenine,7
2023-05-05,Banque de Tunisie (BT),Monastir,1
2023-05-05,Amen Bank (AB),Kebili,5
2023-05-05,Banque Nationale Agricole (BNA),Gafsa,2
2023-05-05,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,2
2023-05-05,Banque de l'Habitat (BH),Sousse,6
2023-05-05,Arab Banking Corporation (ABC),Mahdia,2
2023-05-05,Arab Banking Corporation (ABC),Manouba,5
2023-05-06,Amen Bank (AB),Manouba,8
2023-05-06,Banque Nationale Agricole (BNA),Kebili,7
2023-05-06,La Poste Tunisienne,Sidi Bouzid,8
2023-05-06,Banque de l'Habitat (BH),Bizerte,7
2023-05-07,Banque Internationale Arabe de Tunisie (BIAT),Medenine,3
2023-05-07,Banque de Tunisie (BT),Béja,8
2023-05-07,Attijari Bank,Kef,4
2023-05-07,Amen Bank (AB),Ariana,6
2023-05-07,Banque Internationale Arabe de Tunisie (BIAT),Zaghouan,7
2023-05-08,Arab Tunisian Bank (ATB),Ariana,4
2023-05-08,Arab Tunisian Bank (ATB),Béja,3
2023-05-08,Amen Bank (AB),Kairouan,4
2023-05-08,Amen Bank (AB),Medenine,6
2023-05-08,Arab Tunisian Bank (ATB),Bizerte,4
2023-05-08,Attijari Bank,Bizerte,8
2023-05-08,Banque Nationale Agricole (BNA),Sousse,4
2023-05-09,Banque Internationale Arabe de Tunisie (BIAT),Manouba,3
2023-05-09,Arab Tunisian Bank (ATB),Nabeul,8
2023-05-09,Banque Tuniso-Libyenne (BTL),Gabès,6
2023-05-09,Banque de l'Habitat (BH),Kairouan,2
2023-05-09,Arab Banking Corporation (ABC),Béja,8
2023-05-10,Banque Internationale Arabe de Tunisie (BIAT),Manouba,7
2023-05-10,Amen Bank (AB),Jendouba,2
2023-05-10,Arab Tunisian Bank (ATB),Jendouba,5
2023-05-10,Banque Tuniso-Libyenne (BTL),Kef,7
2023-05-10,Banque Internationale Arabe de Tunisie (BIAT),Sousse,1
2023-05-10,Amen Bank (AB),Tataouine,7
2023-05-10,Banque Tuniso-Libyenne (BTL),Tunis,5
2023-05-10,La Poste Tunisienne,Zaghouan,5
2023-05-11,La Poste Tunisienne,Gafsa,2
2023-05-11,La Poste Tunisienne,Mahdia,3
2023-05-11,Banque de Tunisie (BT),Sousse,3
2023-05-11,Banque Nationale Agricole (BNA),Siliana,2
2023-05-11,La Poste Tunisienne,Ariana,3
2023-05-11,La Poste Tunisienne,Sousse,3
2023-05-11,Banque Tuniso-Libyenne (BTL),Kairouan,6
2023-05-11,Arab Banking Corporation (ABC),Kairouan,5
2023-05-11,Banque de Tunisie (BT),Ben Arous,5
2023-05-12,Banque Tuniso-Libyenne (BTL),Kasserine,3
2023-05-12,Banque de l'Habitat (BH),Gabès,2
2023-05-12,La Poste Tunisienne,Gabès,1
2023-05-12,Arab Tunisian Bank (ATB),Mahdia,3
2023-05-12,Attijari Bank,Béja,1
2023-05-12,Arab Tunisian Bank (ATB),Tataouine,3
2023-05-13,Arab Banking Corporation (ABC),Kairouan,8
2023-05-13,La Poste Tunisienne,Sfax,1
2023-05-13,La Poste Tunisienne,Kairouan,8
2023-05-13,Banque de Tunisie (BT),Sidi Bouzid,5
2023-05-14,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,7
2023-05-14,Banque Tuniso-Libyenne (BTL),Gabès,2
2023-05-14,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,5
2023-05-14,Banque de l'Habitat (BH),Kasserine,2
2023-05-14,Arab Tunisian Bank (ATB),Ben Arous,2
2023-05-14,Arab Banking Corporation (ABC),Kebili,8
2023-05-14,Arab Banking Corporation (ABC),Siliana,3
2023-05-15,Banque de Tunisie (BT),Ben Arous,5
2023-05-15,Arab Banking Corporation (ABC),Mahdia,1
2023-05-15,La Poste Tunisienne,Sfax,2
2023-05-15,Arab Banking Corporation (ABC),Gafsa,3
2023-05-15,Banque Tuniso-Libyenne (BTL),Tozeur,5
2023-05-15,Attijari Bank,Tataouine,8
2023-05-15,Amen Bank (AB),Kairouan,1
2023-05-16,Banque Tuniso-Libyenne (BTL),Nabeul,8
2023-05-16,Banque Nationale Agricole (BNA),Kasserine,8
2023-05-16,Arab Banking Corporation (ABC),Siliana,2
2023-05-16,Banque Nationale Agricole (BNA),Tataouine,7
2023-05-16,La Poste Tunisienne,Manouba,2
2023-05-17,Banque de l'Habitat (BH),Zaghouan,3
2023-05-17,Banque Nationale Agricole (BNA),Nabeul,6
2023-05-17,Attijari Bank,Tunis,8
2023-05-17,Banque de Tunisie (BT),Ben Arous,8
2023-05-17,Banque de l'Habitat (BH),Nabeul,2
2023-05-17,Arab Tunisian Bank (ATB),Kasserine,2
2023-05-17,Attijari Bank,Kairouan,1
2023-05-17,Amen Bank (AB),Mahdia,1
2023-05-18,Arab Tunisian Bank (ATB),Kef,8
2023-05-18,La Poste Tunisienne,Kef,1
2023-05-18,Banque Tuniso-Libyenne (BTL),Siliana,6
2023-05-18,La Poste Tunisienne,Kebili,4
2023-05-18,Arab Tunisian Bank (ATB),Medenine,3
2023-05-18,Banque Tuniso-Libyenne (BTL),Kef,3
2023-05-18,Banque Nationale Agricole (BNA),Siliana,1
2023-05-18,Banque Nationale Agricole (BNA),Ben Arous,4
2023-05-19,Arab Banking Corporation (ABC),Nabeul,4
2023-05-19,Banque Nationale Agricole (BNA),Sidi Bouzid,4
2023-05-19,Attijari Bank,Gafsa,6
2023-05-19,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,5
2023-05-19,Banque Nationale Agricole (BNA),Tunis,5
2023-05-19,La Poste Tunisienne,Tunis,6
2023-05-19,Banque Tuniso-Libyenne (BTL),Ben Arous,3
2023-05-19,Banque de Tunisie (BT),Monastir,8
2023-05-20,Banque de Tunisie (BT),Jendouba,4
2023-05-20,Arab Tunisian Bank (ATB),Kebili,2
2023-05-20,Banque de Tunisie (BT),Bizerte,8
2023-05-20,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,3
2023-05-20,Amen Bank (AB),Ben Arous,2
2023-05-20,Amen Bank (AB),Kairouan,5
2023-05-20,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,8
2023-05-21,Attijari Bank,Tunis,7
2023-05-21,Arab Tunisian Bank (ATB),Sfax,1
2023-05-21,Banque Tuniso-Libyenne (BTL),Tozeur,3
2023-05-21,Banque Tuniso-Libyenne (BTL),Sousse,4
2023-05-22,Banque de Tunisie (BT),Kairouan,1
2023-05-22,Attijari Bank,Gabès,4
2023-05-22,Attijari Bank,Gafsa,1
2023-05-22,La Poste Tunisienne,Monastir,8
2023-05-22,Amen Bank (AB),Gafsa,8
2023-05-23,La Poste Tunisienne,Gabès,8
2023-05-23,Banque de Tunisie (BT),Mahdia,4
2023-05-23,Banque Tuniso-Libyenne (BTL),Ben Arous,6
2023-05-23,Banque Internationale Arabe de Tunisie (BIAT),Gafsa,6
2023-05-23,Banque de l'Habitat (BH),Kasserine,5
2023-05-23,Arab Banking Corporation (ABC),Monastir,4
2023-05-23,La Poste Tunisienne,Ariana,5
2023-05-23,Arab Tunisian Bank (ATB),Medenine,1
2023-05-23,Banque de l'Habitat (BH),Monastir,6
2023-05-23,Banque Nationale Agricole (BNA),Kef,4
2023-05-24,Banque Tuniso-Libyenne (BTL),Gafsa,6
2023-05-24,Banque Tuniso-Libyenne (BTL),Jendouba,6
2023-05-25,Banque Tuniso-Libyenne (BTL),Kebili,3
2023-05-25,Banque Nationale Agricole (BNA),Kef,5
2023-05-25,Banque Nationale Agricole (BNA),Ben Arous,2
2023-05-25,Arab Tunisian Bank (ATB),Kebili,3
2023-05-26,Attijari Bank,Ben Arous,8
2023-05-26,Arab Tunisian Bank (ATB),Tataouine,8
2023-05-26,Banque Nationale Agricole (BNA),Kasserine,2
2023-05-26,Banque Tuniso-Libyenne (BTL),Kebili,1
2023-05-27,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,5
2023-05-27,Amen Bank (AB),Medenine,2
2023-05-27,Attijari Bank,Sfax,7
2023-05-27,La Poste Tunisienne,Monastir,6
2023-05-28,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,2
2023-05-28,Amen Bank (AB),Ariana,7
2023-05-28,Attijari Bank,Kebili,1
2023-05-28,Banque Tuniso-Libyenne (BTL),Monastir,6
2023-05-28,Banque Nationale Agricole (BNA),Medenine,6
2023-05-28,Arab Tunisian Bank (ATB),Tataouine,8
2023-05-28,Banque Nationale Agricole (BNA),Nabeul,4
2023-05-28,Banque Nationale Agricole (BNA),Mahdia,2
2023-05-28,Banque Internationale Arabe de Tunisie (BIAT),Sousse,3
2023-05-28,Banque Nationale Agricole (BNA),Jendouba,8
2023-05-29,Attijari Bank,Kebili,6
2023-05-29,Amen Bank (AB),Tataouine,1
2023-05-29,Arab Tunisian Bank (ATB),Sousse,3
2023-05-29,Banque Nationale Agricole (BNA),Kef,7
2023-05-29,Banque Tuniso-Libyenne (BTL),Tataouine,7
2023-05-29,Banque de Tunisie (BT),Sousse,2
2023-05-29,Banque de Tunisie (BT),Kef,4
2023-05-30,Attijari Bank,Béja,5
2023-05-30,Arab Banking Corporation (ABC),Medenine,6
2023-05-30,Banque de l'Habitat (BH),Sidi Bouzid,2
2023-05-30,Arab Banking Corporation (ABC),Manouba,3
2023-05-30,Arab Tunisian Bank (ATB),Ben Arous,2
2023-05-30,Banque Nationale Agricole (BNA),Sfax,2
2023-05-30,Arab Tunisian Bank (ATB),Tataouine,2
2023-05-30,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,3
2023-05-30,Banque Internationale Arabe de Tunisie (BIAT),Kef,5
2023-05-31,Amen Bank (AB),Mahdia,3
2023-05-31,La Poste Tunisienne,Ben Arous,5
2023-05-31,Amen Bank (AB),Zaghouan,1
2023-05-31,Banque de Tunisie (BT),Sousse,8
2023-06-01,Banque Tuniso-Libyenne (BTL),Kasserine,4
2023-06-01,Banque Nationale Agricole (BNA),Gafsa,4
2023-06-01,Attijari Bank,Zaghouan,2
2023-06-01,Banque de Tunisie (BT),Ben Arous,5
2023-06-01,Banque Tuniso-Libyenne (BTL),Kef,5
2023-06-01,La Poste Tunisienne,Zaghouan,4
2023-06-01,Banque de Tunisie (BT),Sousse,5
2023-06-01,Banque Tuniso-Libyenne (BTL),Ariana,4
2023-06-01,Arab Tunisian Bank (ATB),Gabès,2
2023-06-02,Banque Internationale Arabe de Tunisie (BIAT),Medenine,3
2023-06-02,Banque Tuniso-Libyenne (BTL),Tataouine,5
2023-06-02,Banque Nationale Agricole (BNA),Jendouba,1
2023-06-03,La Poste Tunisienne,Gafsa,8
2023-06-03,Arab Banking Corporation (ABC),Sousse,8
2023-06-04,Arab Tunisian Bank (ATB),Sidi Bouzid,7
2023-06-04,Banque de Tunisie (BT),Medenine,5
2023-06-04,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,3
2023-06-04,Attijari Bank,Tunis,7
2023-06-04,Amen Bank (AB),Kebili,6
2023-06-04,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,2
2023-06-05,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,3
2023-06-05,Arab Banking Corporation (ABC),Siliana,1
2023-06-05,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,1
2023-06-06,Banque Tuniso-Libyenne (BTL),Béja,6
2023-06-06,Banque de Tunisie (BT),Sousse,7
2023-06-06,Banque de l'Habitat (BH),Tozeur,6
2023-06-06,Banque de l'Habitat (BH),Béja,6
2023-06-07,Banque de l'Habitat (BH),Zaghouan,8
2023-06-07,Arab Banking Corporation (ABC),Tozeur,7
2023-06-07,Banque Internationale Arabe de Tunisie (BIAT),Monastir,6
2023-06-07,Banque Nationale Agricole (BNA),Béja,4
2023-06-08,Arab Banking Corporation (ABC),Tataouine,6
2023-06-08,Banque de l'Habitat (BH),Bizerte,6
2023-06-08,Banque de l'Habitat (BH),Kebili,7
2023-06-08,Banque de l'Habitat (BH),Kairouan,7
2023-06-08,Banque de l'Habitat (BH),Sfax,4
2023-06-08,Banque Nationale Agricole (BNA),Kebili,1
2023-06-09,Arab Tunisian Bank (ATB),Kasserine,3
2023-06-09,Banque Internationale Arabe de Tunisie (BIAT),Kebili,5
2023-06-09,Arab Tunisian Bank (ATB),Tataouine,7
2023-06-10,Banque de Tunisie (BT),Nabeul,4
2023-06-10,Arab Banking Corporation (ABC),Tozeur,4
2023-06-10,Banque Tuniso-Libyenne (BTL),Kef,6
2023-06-10,Banque Tuniso-Libyenne (BTL),Kairouan,8
2023-06-10,Attijari Bank,Ariana,2
2023-06-11,Banque de l'Habitat (BH),Ben Arous,8
2023-06-11,Banque de Tunisie (BT),Siliana,3
2023-06-11,Banque Nationale Agricole (BNA),Monastir,6
2023-06-12,Banque de Tunisie (BT),Manouba,4
2023-06-12,La Poste Tunisienne,Medenine,4
2023-06-12,Amen Bank (AB),Medenine,4
2023-06-12,Banque de Tunisie (BT),Bizerte,2
2023-06-13,La Poste Tunisienne,Ariana,8
2023-06-13,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,7
2023-06-13,La Poste Tunisienne,Tunis,4
2023-06-13,Amen Bank (AB),Jendouba,1
2023-06-13,Amen Bank (AB),Sidi Bouzid,1
2023-06-13,Amen Bank (AB),Kairouan,3
2023-06-14,Arab Banking Corporation (ABC),Kasserine,5
2023-06-14,Arab Tunisian Bank (ATB),Tataouine,6
2023-06-14,Banque Tuniso-Libyenne (BTL),Medenine,7
2023-06-14,Banque de Tunisie (BT),Sidi Bouzid,2
2023-06-15,La Poste Tunisienne,Gabès,8
2023-06-15,Arab Tunisian Bank (ATB),Zaghouan,5
2023-06-15,Attijari Bank,Medenine,2
2023-06-15,Arab Banking Corporation (ABC),Sfax,4
2023-06-15,Amen Bank (AB),Gabès,1
2023-06-15,Banque de Tunisie (BT),Kairouan,4
2023-06-15,La Poste Tunisienne,Medenine,6
2023-06-15,Banque Nationale Agricole (BNA),Manouba,5
2023-06-16,Banque Internationale Arabe de Tunisie (BIAT),Kebili,2
2023-06-16,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,3
2023-06-16,Banque de Tunisie (BT),Sfax,7
2023-06-16,Banque de l'Habitat (BH),Kairouan,6
2023-06-16,Arab Tunisian Bank (ATB),Ben Arous,3
2023-06-16,La Poste Tunisienne,Nabeul,6
2023-06-16,Attijari Bank,Gabès,7
2023-06-17,Banque de l'Habitat (BH),Nabeul,8
2023-06-17,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,4
2023-06-17,Banque Tuniso-Libyenne (BTL),Gabès,2
2023-06-18,Banque de Tunisie (BT),Tataouine,5
2023-06-18,Banque Tuniso-Libyenne (BTL),Manouba,6
2023-06-18,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,7
2023-06-18,Arab Banking Corporation (ABC),Tozeur,4
2023-06-19,Banque Tuniso-Libyenne (BTL),Kef,3
2023-06-20,Banque de Tunisie (BT),Tunis,1
2023-06-20,Banque Nationale Agricole (BNA),Gabès,5
2023-06-21,Banque Nationale Agricole (BNA),Siliana,3
2023-06-21,Banque de Tunisie (BT),Kasserine,1
2023-06-21,Banque Nationale Agricole (BNA),Nabeul,1
2023-06-21,Arab Tunisian Bank (ATB),Zaghouan,3
2023-06-21,Attijari Bank,Tunis,8
2023-06-22,Arab Tunisian Bank (ATB),Ben Arous,7
2023-06-22,Banque Tuniso-Libyenne (BTL),Tataouine,8
2023-06-22,La Poste Tunisienne,Kasserine,4
2023-06-22,La Poste Tunisienne,Manouba,1
2023-06-22,Arab Tunisian Bank (ATB),Manouba,5
2023-06-22,Banque de Tunisie (BT),Gafsa,6
2023-06-22,Arab Banking Corporation (ABC),Gabès,5
2023-06-22,Banque de l'Habitat (BH),Ariana,1
2023-06-22,Banque de Tunisie (BT),Béja,1
2023-06-22,Banque de Tunisie (BT),Kef,1
2023-06-23,Amen Bank (AB),Medenine,3
2023-06-23,Arab Banking Corporation (ABC),Kef,5
2023-06-23,Banque de l'Habitat (BH),Ariana,5
2023-06-24,Banque de Tunisie (BT),Kasserine,2
2023-06-24,Banque de l'Habitat (BH),Mahdia,6
2023-06-24,Banque Internationale Arabe de Tunisie (BIAT),Kasserine,3
2023-06-24,Amen Bank (AB),Kairouan,6
2023-06-24,Banque Tuniso-Libyenne (BTL),Tataouine,2
2023-06-25,Arab Banking Corporation (ABC),Gabès,8
2023-06-25,Banque de l'Habitat (BH),Gafsa,2
2023-06-25,Banque de l'Habitat (BH),Ariana,7
2023-06-25,Banque Tuniso-Libyenne (BTL),Gabès,7
2023-06-25,Arab Tunisian Bank (ATB),Siliana,1
2023-06-25,La Poste Tunisienne,Béja,7
2023-06-26,Attijari Bank,Medenine,8
2023-06-26,Banque de Tunisie (BT),Sidi Bouzid,4
2023-06-26,Banque Nationale Agricole (BNA),Manouba,6
2023-06-26,Amen Bank (AB),Siliana,8
2023-06-26,Arab Banking Corporation (ABC),Ariana,4
2023-06-26,Banque Tuniso-Libyenne (BTL),Gafsa,1
2023-06-26,Arab Tunisian Bank (ATB),Gabès,3
2023-06-26,Banque Nationale Agricole (BNA),Manouba,2
2023-06-26,Arab Tunisian Bank (ATB),Nabeul,2
2023-06-27,Arab Tunisian Bank (ATB),Sousse,5
2023-06-27,La Poste Tunisienne,Sidi Bouzid,4
2023-06-27,La Poste Tunisienne,Zaghouan,8
2023-06-27,Banque de l'Habitat (BH),Gabès,8
2023-06-27,Arab Tunisian Bank (ATB),Bizerte,8
2023-06-27,La Poste Tunisienne,Kebili,2
2023-06-27,Arab Banking Corporation (ABC),Zaghouan,1
2023-06-27,Arab Tunisian Bank (ATB),Sfax,3
2023-06-28,Banque Tuniso-Libyenne (BTL),Kebili,7
2023-06-28,Arab Banking Corporation (ABC),Sfax,8
2023-06-28,Banque de Tunisie (BT),Béja,5
2023-06-28,Banque Tuniso-Libyenne (BTL),Kasserine,7
2023-06-28,Arab Banking Corporation (ABC),Béja,4
2023-06-28,Banque Tuniso-Libyenne (BTL),Tataouine,7
2023-06-28,Banque Nationale Agricole (BNA),Kebili,4
2023-06-28,Banque Internationale Arabe de Tunisie (BIAT),Kebili,1
2023-06-29,La Poste Tunisienne,Siliana,4
2023-06-29,Banque de l'Habitat (BH),Kef,4
2023-06-29,Attijari Bank,Ariana,2
2023-06-29,Banque de Tunisie (BT),Medenine,6
2023-06-29,Arab Tunisian Bank (ATB),Nabeul,2
2023-06-29,Arab Tunisian Bank (ATB),Gafsa,3
2023-06-30,Amen Bank (AB),Kebili,5
2023-06-30,Banque Tuniso-Libyenne (BTL),Medenine,6
2023-06-30,Banque Tuniso-Libyenne (BTL),Béja,4
2023-06-30,Banque Internationale Arabe de Tunisie (BIAT),Sfax,4
2023-06-30,Amen Bank (AB),Siliana,5
2023-06-30,Banque Nationale Agricole (BNA),Gabès,1
2023-06-30,Arab Tunisian Bank (ATB),Mahdia,7
2023-06-30,Attijari Bank,Siliana,8
2023-06-30,La Poste Tunisienne,Kasserine,4
2023-06-30,Arab Banking Corporation (ABC),Bizerte,5
2023-07-01,Arab Tunisian Bank (ATB),Tozeur,2
2023-07-01,Arab Banking Corporation (ABC),Tunis,5
